,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
2671,601002,晋亿实业,机械基件,浙江,137.78,7.93,7.93,415310.81,260170.67,124952.85,110231.45,1.39,0.056,2.89,3.55,20070126,24222.03,0.31,-2.55,531.76,21.45,2.71,90879,601002,晋亿实业,-14.25,11.72,12.38,7.41,10.05,67.07,  53.23亿, 504.9亿,0.1,671.47,19.99
2672,300146,汤臣倍健,食品,广东,25.33,8.6,14.56,531769.06,324963.09,57089.28,191130.09,1.31,0.39,3.23,4.08,20101215,110231.32,0.76,7.43,-2.9,65.35,29.68,54544,300146,汤臣倍健,-19.44,16.1,19.55,12.38,12.97,57.92,  29.37亿, 540.4亿,0.07,341.48,105.93
2673,300162,雷曼股份,元器件,深圳,109.28,2.22,3.5,162099.52,54056.78,20212.84,62311.76,1.78,0.117,3.17,5.39,20110113,11761.44,0.34,57.71,41.89,34.24,10.17,30243,300162,雷曼股份,-31.1,23.86,28.95,15.5,16.44,86.77,  20.72亿, 460.4亿,0.06,933.83,-80.58
2674,300286,安科瑞,电器仪表,上海,50.94,0.87,1.43,73309.09,53007.88,13990.5,18215.61,1.28,0.47,4.05,7.69,20120113,22746.18,1.59,9.93,20.7,59.79,27.11,8373,300286,安科瑞,-11.62,34.85,36.57,18.36,30.8,99.18,   5.85亿, 162.5亿,0.02,676.18,-24.53
2675,300230,永利股份,塑料,上海,68.93,1.06,2.52,318196.56,236407.75,39113.62,179907.38,7.14,0.44,9.64,3.55,20110615,35422.28,1.41,90.6,43.76,29.17,8.39,4977,300230,永利股份,12.76,29.71,40.29,19.9,33.5,102.46,   7.10亿, 212.2亿,0.03,671.8,-57.78
2676,002607,亚夏汽车,汽车服务,安徽,75.68,3.57,4.56,391998.66,195883.55,72292.55,107756.13,2.36,0.13,4.06,2.97,20110810,27782.76,0.61,20.2,1206.5,5.74,1.22,31302,002607,亚夏汽车,-14.4,13.61,17.8,8.72,11.65,104.13,  24.59亿, 308.1亿,0.04,688.97,-68.82
2677,300265,通光线缆,电气设备,江苏,44.89,3.37,3.38,162225.86,122637.55,28068.93,24446.75,0.72,0.266,2.76,5.78,20110916,32201.95,0.95,14.21,116.19,34.4,11.23,15492,300265,通光线缆,19.43,13.02,20.19,9.57,15.55,110.97,  11.36亿, 172.4亿,0.02,337.12,-35.32
2678,300317,珈伟股份,半导体,深圳,73.26,1.68,4.77,861877.81,451476.94,238510.55,358579.91,7.52,0.51,9.25,4.62,20120511,40400.8,0.85,117.08,397.22,23.85,11.09,9048,300317,珈伟股份,117.09,19.95,45.6,16.35,43.31,178.9,  10.84亿, 313.0亿,0.04,646.23,271.93
2679,601800,中国交建,建筑施工,北京,17.08,117.47,161.75,79272120.0,43111180.0,5398022.5,2543455.25,1.57,0.64,9.65,1.65,20120309,7693551.0,4.76,4.07,12.1,13.05,3.87,154016,601800,中国交建,14.24,13.9,17.74,9.85,15.88,80.1,  57.97亿, 738.5亿,0.14,49.35,58.86
2680,300530,达志科技,化工原料,广东,134.32,0.18,0.7,49126.8,40455.3,1428.5,20093.0,2.87,0.62,6.65,12.95,20160809,17726.5,2.53,0.0,0.0,50.63,35.44,16161,300530,达志科技,403.49,15.77,103.89,18.93,79.4,448.81,   1.88亿, 161.4亿,0.02,1074.46,165991.92
2681,002139,拓邦股份,元器件,深圳,47.65,2.87,4.52,254628.95,160058.52,36338.9,95819.43,2.12,0.26,3.67,4.02,20070629,33659.23,0.74,26.19,58.36,21.67,8.19,44981,002139,拓邦股份,-4.46,15.03,17.89,9.57,14.36,86.94,  28.22亿, 496.0亿,0.06,983.25,-22.56
2682,600684,珠江实业,全国地产,广东,18.41,7.11,7.11,1296268.75,1129934.75,22318.35,8592.11,0.12,0.361,3.52,2.52,19931028,152455.77,2.14,94.99,45.73,26.29,8.41,44850,600684,珠江实业,-15.56,10.09,11.5,6.62,8.52,73.72,  41.16亿, 351.1亿,0.07,578.73,-8.24
2683,002480,新筑股份,机械基件,四川,1043.92,6.26,6.45,536059.0,302478.69,145461.31,144754.06,2.24,0.008,3.59,3.29,20100921,16647.25,0.26,14.17,106.95,20.89,0.59,27866,002480,新筑股份,-19.85,14.61,14.83,7.9,11.71,87.72,  23.68亿, 268.2亿,0.03,378.14,-80.5
2684,300056,三维丝,环境保护,福建,69.57,2.51,3.74,281619.19,145300.66,24381.13,74902.11,2.0,0.23,3.63,5.69,20100226,21116.96,0.56,13.52,64.29,34.13,13.39,21520,300056,三维丝,-13.76,22.9,23.34,11.94,19.75,95.48,  19.97亿, 352.1亿,0.04,796.17,-62.57
2685,603299,井神股份,化工原料,江苏,1655.34,0.9,5.59,436625.59,137174.45,253009.34,88246.36,1.58,0.009000000000000001,3.48,5.64,20151231,44138.53,0.79,0.0,0.0,27.95,0.34,36946,603299,井神股份,251.61,5.27,24.84,5.8,18.53,328.28,  31.68亿, 574.2亿,0.11,3520.03,161381.19
2686,002759,天际股份,家用电器,广东,128.71,0.81,2.4,65698.56,28010.55,30834.44,11639.94,0.48,0.165,2.47,11.5,20150528,20971.34,0.87,7.79,8.43,31.04,13.24,25112,002759,天际股份,43.35,19.26,39.5,11.55,27.61,241.99,   9.65亿, 311.1亿,0.04,1197.56,-48.8
2687,000735,罗 牛 山,农业综合,海南,73.2,8.79,11.52,589108.88,268371.78,133024.8,155903.09,1.35,0.08,2.98,2.28,19970611,58628.51,0.51,-3.46,80.5,26.98,16.21,113133,000735,罗 牛 山,-5.31,7.16,8.7,5.68,6.78,53.17,  54.32亿, 382.5亿,0.05,617.67,-69.28
2688,600746,江苏索普,化工原料,江苏,134.77,3.05,3.06,59922.57,21431.76,27753.88,6207.23,0.2,0.075,1.44,9.37,19960918,3515.08,0.11,6.3,208.24,12.9,5.12,16019,600746,江苏索普,36.73,9.42,15.53,6.53,12.88,137.83,  17.63亿, 187.6亿,0.04,578.71,-61.25
2689,002256,兆新股份,染料涂料,深圳,105.06,12.53,18.85,325225.22,137351.05,89098.18,3278.58,0.02,0.048,1.17,5.8,20080625,24436.99,0.13,28.47,112.9,34.69,18.79,92368,002256,兆新股份,12.86,5.83,8.99,3.2,6.58,180.94,  64.39亿,  1205亿,0.15,513.75,25.37
2690,300119,瑞普生物,生物制药,天津,55.88,2.03,4.04,266622.69,114468.17,78462.96,94383.47,2.33,0.25,4.62,3.95,20100917,46713.18,1.15,27.09,23.79,56.3,14.04,9749,300119,瑞普生物,-11.27,20.4,21.27,12.74,18.1,66.95,   9.97亿, 173.4亿,0.02,490.9,-64.8
2691,002354,天神娱乐,互联网,辽宁,51.34,1.17,2.92,609189.44,128698.6,1032.99,368544.31,12.62,1.159,17.72,4.48,20100209,108403.63,3.71,147.76,39.42,55.19,25.84,17167,002354,天神娱乐,-32.74,115.53,124.95,67.07,77.7,86.3,   4.40亿, 376.5亿,0.05,375.12,-56.98
2692,601798,蓝科高新,化工机械,甘肃,536.73,3.55,3.55,287432.63,156194.47,100409.81,99695.71,2.81,0.019,5.55,2.41,20110622,57601.95,1.62,-6.9,-74.18,25.07,1.69,17959,601798,蓝科高新,0.7,12.92,16.38,10.0,13.01,63.8,  10.46亿, 136.4亿,0.03,294.96,60.47
2693,300535,达威股份,化工原料,四川,119.88,0.15,0.6,67153.21,48604.26,8250.91,31399.51,5.26,0.84,10.14,10.26,20160812,20828.26,3.49,0.0,0.0,50.78,18.79,14815,300535,达威股份,332.25,22.2,122.41,29.3,95.96,317.78,   1.27亿, 130.8亿,0.02,852.17,72577.83
2694,000550,江铃汽车,汽车整车,江西,18.07,5.17,8.63,2171097.0,1390683.38,512322.91,83944.25,0.97,1.267,14.12,2.16,19931201,1005603.38,11.65,1.55,-29.01,23.26,6.35,17687,000550,江铃汽车,8.81,27.37,32.88,21.98,29.78,49.59,   5.73亿, 154.6亿,0.02,110.7,-29.02
2695,300094,国联水产,渔业,广东,79.64,7.46,7.78,283870.09,224551.22,30585.48,57415.32,0.74,0.081,2.29,3.75,20100708,36037.96,0.46,30.48,1989.32,12.3,3.39,28243,300094,国联水产,-40.79,14.12,14.47,5.47,8.36,164.53,  33.53亿, 407.8亿,0.05,449.65,171.2
2696,002573,清新环境,环境保护,北京,29.04,10.65,10.66,976253.38,397522.53,380449.47,71952.86,0.68,0.467,3.09,5.85,20110422,136591.63,1.28,29.59,40.2,38.39,25.06,76914,002573,清新环境,-22.09,22.86,23.79,16.07,17.81,48.04,  19.99亿, 374.3亿,0.05,187.62,-70.6
2697,600714,金瑞矿业,煤炭开采,青海,35.72,2.82,2.88,75284.15,61407.11,7921.12,29967.1,1.04,0.339,2.18,7.4,19960606,1343.03,0.05,-60.2,670.03,-1.19,90.25,16580,600714,金瑞矿业,37.08,11.84,21.81,9.35,16.23,133.26,  15.30亿, 217.9亿,0.04,542.65,-8.89
2698,002200,云投生态,环境保护,云南,91.33,1.08,1.84,328862.94,277876.66,11471.75,77252.6,4.2,0.187,4.62,4.92,20071221,-14712.57,-0.8,17.73,598.58,31.89,5.2,18643,002200,云投生态,10.66,19.99,28.17,15.21,22.12,85.21,  11.47亿, 252.8亿,0.03,1063.47,-33.45
2699,002082,栋梁新材,铝,浙江,68.68,2.05,2.38,160842.86,112271.76,41257.85,24181.27,1.02,0.238,5.76,3.79,20061120,79758.34,3.35,-27.89,-19.71,2.35,0.95,19071,002082,栋梁新材,105.54,10.11,28.89,11.13,20.78,159.57,  18.72亿, 371.8亿,0.04,911.28,137.42
2700,002425,凯撒文化,服饰,广东,97.72,2.05,5.09,414248.75,92972.71,2181.4,245328.66,4.82,0.19,6.61,3.44,20100608,35487.8,0.7,-27.27,173.81,68.12,26.12,13451,002425,凯撒文化,-4.42,23.75,30.35,16.41,22.7,84.95,  16.76亿, 382.4亿,0.05,816.89,-71.43
2701,300435,中泰股份,机械基件,浙江,80.12,0.82,2.45,104074.77,90869.25,7812.49,15740.88,0.64,0.32,2.81,7.42,20150326,27729.58,1.13,-28.4,-10.69,38.14,21.96,14644,300435,中泰股份,-9.01,22.2,29.23,17.31,20.2,68.86,   6.87亿, 260.5亿,0.03,838.99,-12.93
2702,600775,南京熊猫,通信设备,江苏,130.73,6.72,9.14,514506.81,371583.91,95639.9,146424.22,1.6,0.087,3.59,4.2,19961118,65633.32,0.72,-0.4,-29.93,14.57,3.18,34340,600775,南京熊猫,-11.6,16.38,20.22,10.46,14.48,93.31,  27.99亿, 412.8亿,0.08,416.63,-45.11
2703,600758,红阳能源,煤炭开采,辽宁,0.0,2.69,13.33,1639188.63,616389.25,733649.69,339982.38,2.55,-0.23,3.49,3.78,19961029,-25972.88,-0.19,0.68,-19.54,11.45,-7.38,17315,600758,红阳能源,2.44,12.72,22.28,7.8,13.03,185.64,  23.37亿, 332.2亿,0.06,869.13,50.41
2704,600536,中国软件,软件服务,北京,0.0,4.85,4.95,534511.88,426042.19,59561.57,97527.74,1.97,-0.285,3.68,8.41,20020517,33807.25,0.68,32.87,-3.84,40.98,-5.78,39387,600536,中国软件,-10.34,32.78,39.53,19.03,29.39,107.72,  31.39亿, 859.7亿,0.16,647.56,9.42
2705,600689,上海三毛,纺织,上海,0.0,1.52,2.01,75551.36,42735.2,6224.06,21178.32,1.05,-0.023,1.61,12.12,19931108,-13282.65,-0.66,-0.34,76.88,7.53,-0.57,33925,600689,上海三毛,5.73,17.99,26.68,13.98,19.02,90.84,  27.10亿, 514.2亿,0.1,1780.48,-88.13
2706,000820,金城股份,造纸,辽宁,85.75,2.21,6.37,105571.22,100591.3,458.76,-19012.25,-0.3,0.43,1.9,14.21,19980630,40885.96,0.64,27.81,65.16,58.6,34.44,16078,000820,金城股份,12.2,23.45,29.58,9.35,26.31,216.36,  20.05亿, 350.3亿,0.04,907.87,-74.07
2707,300407,凯发电气,电气设备,天津,40.84,1.35,2.72,176017.69,147034.16,17278.06,12315.63,0.45,0.35600000000000004,3.22,6.02,20141203,44569.01,1.64,0.57,81.02,42.37,33.01,9327,300407,凯发电气,3.56,18.28,22.49,12.31,18.93,82.7,   5.61亿, 130.4亿,0.02,415.99,25.81
2708,603696,安记食品,食品,福建,159.01,0.3,1.2,70826.5,50240.51,4424.7,32275.45,2.69,0.248,5.71,9.2,20151209,21556.55,1.8,-2.06,-19.99,35.6,15.88,12055,603696,安记食品,255.94,14.39,65.95,15.84,51.22,316.35,  10.39亿, 432.8亿,0.08,3464.85,174484.23
2709,000890,法 尔 胜,钢加工,江苏,26.94,3.8,3.8,730030.63,541514.88,30669.51,1377.54,0.04,0.358,2.07,6.2,19990119,38384.55,1.01,22.47,145.96,14.98,8.67,39001,000890,法 尔 胜,-7.1,13.09,15.29,7.37,12.16,107.46,  32.88亿, 373.0亿,0.04,866.26,-13.15
2710,300315,掌趣科技,互联网,北京,40.63,18.07,27.71,1020563.13,145771.02,10493.17,409058.41,1.48,0.202,3.03,3.61,20120511,139984.44,0.51,87.03,105.65,61.31,41.28,187513,300315,掌趣科技,-24.08,13.87,15.28,9.28,10.53,64.66,  158.5亿,  1788亿,0.22,877.08,160.35
2711,300153,科泰电源,电气设备,上海,361.84,3.2,3.2,159130.19,114472.7,19925.92,49463.78,1.55,0.045,2.93,7.45,20101229,10117.92,0.32,11.77,-21.55,21.69,2.59,33964,300153,科泰电源,44.7,14.43,32.08,13.9,20.88,130.79,  27.09亿, 612.4亿,0.07,847.75,-54.89
2712,000506,中润资源,区域地产,山东,874.38,9.28,9.29,344189.81,248393.02,44622.82,5149.33,0.06,0.006999999999999999,1.67,4.92,19930312,42381.69,0.46,49.09,121.52,44.98,1.18,48938,000506,中润资源,-20.98,10.25,10.37,6.25,8.1,65.92,  39.14亿, 327.8亿,0.04,421.62,-58.98
2713,603703,盛洋科技,电气设备,浙江,336.59,0.96,2.3,79062.88,49645.87,22408.55,8632.94,0.38,0.083,2.23,16.75,20150423,17422.61,0.76,31.7,-27.61,23.9,6.04,19338,603703,盛洋科技,-7.94,39.17,42.64,16.11,36.06,164.68,   6.26亿, 276.1亿,0.05,652.41,-10.23
2714,300246,宝莱特,医疗保健,广东,79.83,1.08,1.46,67339.93,41444.12,8702.46,7427.56,0.51,0.35,3.06,12.18,20110719,20484.42,1.4,63.16,96.93,40.09,12.36,19642,300246,宝莱特,7.59,33.88,44.58,19.51,36.45,128.5,  12.09亿, 399.8亿,0.05,1122.12,-87.6
2715,002215,诺 普 信,农药化肥,深圳,0.0,6.93,9.14,310114.94,153819.2,22471.0,30129.38,0.33,-0.233,1.85,5.89,20080218,37177.87,0.41,5.9,-208.35,33.27,-11.6,51396,002215,诺 普 信,-36.28,16.4,20.75,9.61,10.45,115.92,  34.79亿, 412.9亿,0.05,502.4,-46.67
2716,600079,人福医药,化学制药,湖北,30.73,10.58,12.86,2539704.0,1107828.0,441656.09,384958.97,2.99,0.484,7.64,2.6,19970606,300190.59,2.33,26.6,41.21,36.42,7.1,33045,600079,人福医药,-0.1,19.83,23.18,14.5,19.81,59.86,  32.22亿, 598.8亿,0.11,304.71,-73.77
2717,000601,韶能股份,水力发电,广东,17.53,10.8,10.81,873197.13,122372.65,670004.38,158531.94,1.47,0.424,3.93,2.52,19960830,106956.51,0.99,8.61,90.65,40.14,18.45,73522,000601,韶能股份,-6.13,10.44,13.85,6.27,9.8,120.89,  46.76亿, 462.7亿,0.06,433.0,-39.13
2718,300014,亿纬锂能,元器件,广东,65.43,4.1,4.27,365578.13,167755.34,74263.86,65378.8,1.53,0.3720000000000001,4.3,7.54,20091030,68264.03,1.6,49.22,69.5,30.61,10.96,47903,300014,亿纬锂能,10.48,28.16,52.16,17.6,31.11,196.36,  50.20亿,  1667亿,0.2,1225.47,-76.06
2719,002314,南山控股,区域地产,深圳,28.1,7.38,18.78,1315256.75,1133198.38,83121.43,280576.41,1.49,0.265,2.99,3.32,20091203,68816.4,0.37,82.09,1254.33,37.37,12.28,44222,002314,南山控股,8.57,8.87,10.43,5.12,9.63,103.71,  24.21亿, 206.0亿,0.02,328.19,148.33
2720,600498,烽火通信,通信设备,湖北,39.65,9.96,10.46,2162458.25,1810481.0,159914.56,304098.84,2.91,0.507,6.71,4.0,20010823,257137.45,2.46,29.81,20.03,23.92,4.43,33637,600498,烽火通信,-0.31,26.13,31.76,18.74,26.05,69.48,  24.74亿, 646.6亿,0.12,248.5,-33.23
2721,002626,金达威,食品,福建,35.94,5.76,6.16,358254.16,203858.16,56586.95,88528.22,1.44,0.34,3.56,4.27,20111028,45566.12,0.74,44.02,75.13,39.68,16.32,22526,002626,金达威,-8.14,16.33,22.53,11.66,15.0,93.22,  26.72亿, 452.0亿,0.05,463.93,-80.95
2722,300081,恒信移动,通信设备,河北,0.0,2.29,3.35,91479.4,26092.84,2703.9,33759.35,1.01,-0.013,2.33,8.36,20100520,9560.2,0.29,-28.46,29.29,42.47,-1.75,37573,300081,恒信移动,-2.62,19.1,24.28,13.46,18.6,80.39,  28.57亿, 648.9亿,0.08,1246.52,11.12
2723,002693,双成药业,化学制药,海南,0.0,4.03,4.05,131741.95,22490.42,26949.0,30330.99,0.75,-0.551,1.77,6.51,20120808,-2737.45,-0.07,-24.41,-698.07,51.48,-220.78,20349,002693,双成药业,-32.65,17.12,18.25,8.65,11.53,110.98,  14.18亿, 165.6亿,0.02,351.47,-70.0
2724,002403,爱仕达,家用电器,浙江,41.98,2.89,3.5,315197.25,159301.0,53526.91,124542.7,3.56,0.3,5.9,2.69,20100511,42756.87,1.22,12.45,34.54,41.01,5.5,20707,002403,爱仕达,8.06,14.4,17.25,9.82,15.56,75.66,  13.83亿, 198.6亿,0.02,478.33,-60.74
2725,000828,东莞控股,路桥,广东,15.33,10.4,10.4,848974.38,259917.22,193417.02,114008.05,1.1,0.603,4.71,2.61,19970617,216673.41,2.08,15.82,2.85,70.56,68.91,41102,000828,东莞控股,4.86,11.72,13.27,8.07,12.29,64.44,  16.10亿, 171.1亿,0.02,154.9,21.66
2726,300168,万达信息,软件服务,上海,217.08,10.09,10.31,591859.88,300357.19,44524.12,26400.8,0.26,0.09,2.02,12.16,20110125,70788.71,0.69,16.06,15.92,39.24,7.89,73245,300168,万达信息,-21.99,30.38,39.7,20.52,23.7,93.47,  83.33亿,  2179亿,0.26,825.85,0.32
2727,300291,华录百纳,影视音像,北京,77.34,4.86,8.12,747996.19,519954.69,955.14,452084.06,5.56,0.25,7.59,2.99,20120209,80335.93,0.99,27.46,-6.5,21.28,9.58,21881,300291,华录百纳,-37.5,35.71,42.92,18.78,22.32,128.54,  18.66亿, 480.8亿,0.06,383.74,-43.42
2728,300116,坚瑞沃能,专用机械,陕西,206.91,3.08,12.16,1729511.25,1059721.5,173963.44,611135.75,5.02,0.15,6.17,3.1,20100902,16711.13,0.14,252.18,415.75,25.89,7.3,26333,300116,坚瑞沃能,66.64,10.91,27.03,9.8,18.18,175.82,  33.98亿, 630.9亿,0.08,1104.62,-77.09
2729,300040,九洲电气,电气设备,黑龙江,76.04,1.98,3.46,230987.97,139915.23,44618.45,81762.65,2.36,0.12,4.91,2.48,20100108,52578.35,1.52,391.41,250.96,26.54,7.91,25906,300040,九洲电气,-4.57,12.26,14.67,7.82,11.7,87.6,  20.09亿, 237.8亿,0.03,1012.15,-28.99
2730,300538,同益股份,批发业,深圳,147.86,0.14,0.56,51612.51,50271.65,709.03,20101.35,3.59,0.63,6.94,14.0,20160826,12333.87,2.2,0.0,0.0,13.9,4.49,13152,300538,同益股份,333.94,20.92,110.0,25.1,90.78,338.25,   1.53亿, 147.3亿,0.02,1093.66,152362.16
2731,300383,光环新网,电信运营,北京,81.34,3.52,7.23,853992.38,261512.52,244443.05,478932.69,6.62,0.33,8.18,3.89,20140129,36338.48,0.5,254.59,184.55,29.58,14.45,45435,300383,光环新网,-47.38,58.78,78.48,28.82,30.93,172.31,  26.78亿,  1094亿,0.13,761.44,-62.98
2732,300294,博雅生物,生物制药,江西,68.78,1.38,2.67,227547.09,101117.24,33166.93,118967.92,4.45,0.672,7.48,8.24,20120308,49261.8,1.84,82.69,72.22,61.02,27.48,19329,300294,博雅生物,55.53,38.77,74.24,30.3,60.3,145.02,  10.86亿, 571.4亿,0.07,788.13,-61.17
2733,002077,大港股份,区域地产,江苏,421.7,2.52,5.8,695044.94,376088.38,77700.06,281856.31,4.86,0.035,6.56,3.0,20061116,29996.5,0.52,38.33,239.83,18.24,1.91,16884,002077,大港股份,71.67,11.4,24.5,10.97,19.57,123.34,  12.74亿, 221.2亿,0.03,505.47,-29.0
2734,300025,华星创业,通信设备,浙江,107.73,3.4,4.29,223036.09,181267.48,4715.25,3176.98,0.07,0.083,2.0,5.98,20091030,38280.7,0.89,13.6,-24.71,26.18,4.48,16946,300025,华星创业,-22.99,15.05,15.28,11.26,11.59,35.7,  16.77亿, 218.9亿,0.03,493.02,-45.94
2735,002260,德奥通航,航空,广东,1498.97,2.65,2.65,100277.68,51438.56,11414.0,1287.3,0.05,0.012,1.29,18.49,20080716,4110.2,0.15,9.74,137.54,24.99,0.59,19912,002260,德奥通航,-40.22,38.64,49.28,22.98,23.1,114.45,  12.12亿, 348.4亿,0.04,456.84,-52.19
2736,600295,鄂尔多斯,服饰,内蒙,46.94,6.12,10.32,4532049.5,1480301.25,2207135.75,145574.91,1.41,0.17600000000000002,7.12,1.55,20010426,431881.59,4.18,4.78,5.18,29.99,1.61,59010,600295,鄂尔多斯,23.58,8.65,12.17,6.75,10.69,80.3,  22.36亿, 203.8亿,0.04,365.34,55.65
2737,000910,大亚圣象,家居用品,江苏,26.24,5.28,5.31,630335.69,430081.09,126596.01,1975.06,0.04,0.531,4.85,3.83,19990630,178586.41,3.36,-25.52,82.03,34.72,6.53,14894,000910,大亚圣象,-3.83,18.81,21.72,10.56,18.09,105.68,  14.68亿, 231.7亿,0.03,278.34,-87.84
2738,600076,康欣新材,其他建材,山东,31.62,6.41,10.34,375013.28,195967.72,83799.59,51492.65,0.5,0.277,2.73,4.28,19970526,120396.35,1.16,32.51,44.0,39.95,29.29,29363,600076,康欣新材,4.25,10.6,16.1,7.27,11.05,121.46,  34.97亿, 428.8亿,0.08,545.25,23.64
2739,002618,丹邦科技,元器件,深圳,447.45,3.65,3.65,239418.05,76452.06,96275.49,89462.96,2.45,0.045,4.55,5.86,20110920,36399.21,1.0,-44.57,-68.65,40.69,9.4,14819,002618,丹邦科技,33.79,19.62,39.35,12.48,26.25,215.3,  13.40亿, 460.1亿,0.06,366.87,4.77
2740,601636,旗滨集团,玻璃,湖南,18.83,24.72,26.08,1250517.88,262609.59,820978.44,141339.81,0.54,0.17,2.14,1.95,20110812,159493.27,0.61,30.83,268.31,26.36,9.12,103341,601636,旗滨集团,-30.12,5.81,6.17,2.99,4.06,106.35,  114.6亿, 445.0亿,0.08,463.83,-47.81
2741,300339,润和软件,软件服务,江苏,93.68,2.03,3.58,492624.31,137361.02,68905.8,248581.13,6.95,0.266,9.03,3.68,20120718,44898.71,1.25,24.42,56.23,38.94,10.64,20908,300339,润和软件,-27.48,43.7,56.85,25.87,31.69,119.75,  13.46亿, 475.1亿,0.06,663.21,-26.55
2742,002258,利尔化学,农药化肥,四川,33.81,5.24,5.24,290748.28,109695.63,127967.47,81014.02,1.54,0.257,3.74,3.1,20080708,52221.96,1.0,28.05,21.42,24.71,9.61,24374,002258,利尔化学,3.84,11.21,13.24,7.39,11.64,79.16,  16.80亿, 210.6亿,0.03,320.62,62.16
2743,002049,紫光国芯,元器件,河北,58.2,5.96,6.07,433992.09,216855.95,33051.34,62544.01,1.03,0.455,5.16,6.85,20050606,182868.56,3.01,5.97,4.64,40.5,27.75,48347,002049,紫光国芯,-42.65,59.29,66.92,31.94,34.0,109.52,  21.16亿, 881.8亿,0.11,354.68,-73.42
2744,002149,西部材料,小金属,陕西,589.69,1.75,2.13,357912.19,183240.11,128687.7,145753.84,6.85,0.05,7.95,3.93,20070810,-2130.73,-0.1,13.82,112.56,18.61,0.92,11055,002149,西部材料,20.33,26.27,35.95,14.76,31.61,143.56,  11.08亿, 296.4亿,0.04,634.24,-81.28
2745,300282,汇冠股份,电脑设备,北京,58.41,1.71,2.21,236059.84,122130.22,28948.33,102360.56,4.64,0.4,5.84,5.49,20111229,3440.3,0.16,4.4,33.38,22.27,7.35,8228,300282,汇冠股份,-1.01,32.6,36.88,20.15,32.27,83.03,   7.21亿, 215.8亿,0.03,422.23,-70.3
2746,300484,蓝海华腾,电气设备,深圳,69.4,0.26,1.04,82367.18,78896.09,598.72,18632.95,1.79,1.06,5.39,17.5,20160322,25038.3,2.41,154.06,174.22,44.09,24.53,16371,300484,蓝海华腾,727.66,11.1,130.86,14.7,91.87,790.2,   4.62亿, 582.6亿,0.07,1776.44,61750.31
2747,000510,金路集团,化工原料,四川,310.65,5.63,6.09,140416.44,31405.95,92559.03,4489.06,0.07,0.03,1.26,9.78,19930507,-345.15,-0.01,-15.7,120.56,14.71,1.75,54581,000510,金路集团,39.15,8.25,15.82,6.04,11.48,161.92,  51.86亿, 472.9亿,0.06,920.44,126.45
2748,600293,三峡新材,玻璃,湖北,495.26,3.45,7.75,522777.41,352601.72,136250.34,241648.05,3.12,0.06,4.15,4.32,20000919,-3029.76,-0.04,12.46,926.89,14.07,2.56,21181,600293,三峡新材,52.73,11.72,19.8,8.58,17.9,130.77,  19.04亿, 240.1亿,0.05,552.75,-92.2
2749,300442,普丽盛,轻工机械,上海,1468.35,0.57,1.0,134086.7,82647.05,20340.9,52063.42,5.21,0.024,9.62,4.97,20150424,32102.97,3.21,2.68,-90.39,28.51,0.65,12688,300442,普丽盛,-33.71,70.45,75.8,36.66,46.7,106.76,   4.63亿, 227.1亿,0.03,809.56,-64.76
2750,002307,北新路桥,建筑施工,新疆,154.77,5.57,5.57,1394375.88,925388.81,49197.51,50054.09,0.9,0.047,2.71,3.58,20091111,37783.12,0.68,13.45,9.69,9.89,0.76,61646,002307,北新路桥,-17.01,11.52,11.71,6.92,9.56,69.22,  29.83亿, 265.1亿,0.03,535.18,17.9
2751,600605,汇通能源,商贸代理,上海,115.14,1.47,1.47,125082.72,52784.4,56328.05,17890.89,1.21,0.152,3.9,6.0,19920327,16852.2,1.14,35.56,302.29,4.62,1.35,10421,600605,汇通能源,9.04,21.24,27.96,14.48,23.16,93.09,   7.34亿, 152.0亿,0.03,497.98,-30.76
2752,600191,华资实业,食品,内蒙,365.48,4.85,4.85,250434.0,27569.85,11458.1,63235.65,1.3,0.033,4.44,3.61,19981210,32513.15,0.67,12.77,-89.69,2.48,46.08,22508,600191,华资实业,-24.86,20.31,24.7,11.84,15.26,108.61,  15.68亿, 259.1亿,0.05,323.29,1.73
2753,600035,楚天高速,路桥,湖北,18.92,14.53,14.53,914780.88,76227.43,58267.28,35862.55,0.25,0.222,2.93,1.91,20040310,170525.95,1.17,1.05,-18.12,69.07,34.1,95165,600035,楚天高速,16.74,4.78,6.82,4.63,5.58,47.3,  35.49亿, 204.9亿,0.04,244.16,41.02
2754,603333,明星电缆,电气设备,四川,0.0,5.2,5.2,169743.61,93335.57,55647.13,65478.76,1.26,-0.059,2.79,3.44,20120507,23514.57,0.45,-17.88,-335.64,15.54,-7.99,24243,603333,明星电缆,3.61,9.15,11.5,6.78,9.48,69.62,  15.49亿, 135.0亿,0.03,297.91,-28.32
2755,000715,中兴商业,百货,辽宁,112.24,2.79,2.79,215252.27,99980.38,70013.71,31671.8,1.14,0.112,4.15,4.04,19970508,43750.64,1.57,-18.29,-1.03,20.4,1.73,10712,000715,中兴商业,20.86,13.33,21.48,8.82,16.11,143.54,   9.01亿, 132.6亿,0.02,323.48,44.32
